Description,Sold_qty,return_qyt,Return_rate
CHRISTMAS RETROSPOT TREE WOOD,4143,13.0,0.313782283369539
CHRISTMAS STAR WISH LIST CHALKBOARD,6331,29.0,0.45806349707787075
CHRISTMAS TABLE CANDLE SILVER SPIKE,16,0.0,0.0
CHRISTMAS TABLE SILVER CANDLE SPIKE,1715,0.0,0.0
CHRISTMAS TOILET ROLL,8537,219.0,2.5653039709499827
CHRISTMAS TREE DECORATION WITH BELL,3398,36.0,1.0594467333725721
CHRISTMAS TREE HANGING GOLD,799,24.0,3.0037546933667083
CHRISTMAS TREE HANGING SILVER ,801,12.0,1.4981273408239701
CHRISTMAS TREE HEART DECORATION,4377,1.0,0.02284669865204478
CHRISTMAS TREE PAINTED ZINC ,3521,130.0,3.6921329167850043
CHRISTMAS TREE STAR DECORATION,4463,0.0,0.0
CHRISTMAS TREE T-LIGHT HOLDER,422,1.0,0.23696682464454977
CHRYSANTHEMUM  JOURNAL,606,6.0,0.9900990099009901
CHRYSANTHEMUM NOTEBOOK,3660,3.0,0.08196721311475409
CHRYSANTHEMUM POCKET BOOK ,5777,0.0,0.0
CHRYSANTHEMUM SKETCHBOOK ,442,5.0,1.1312217194570136
CHUNKY CRACKED GLAZE NECKLACE IVORY,19,0.0,0.0
CHUNKY SILVER NECKLACE PASTEL FLOWE,93,4.0,4.301075268817205
CINAMMON & ORANGE WREATH,1099,25.0,2.2747952684258417
CINAMMON SET OF 9 T-LIGHTS,2058,11.0,0.5344995140913509
CINDERELLA CHANDELIER ,221,71.0,32.126696832579185
CINNAMON SCENTED VOTIVE CANDLE,2120,0.0,0.0
CIRCLE OF FRIENDS CANDLE HOLDER,353,0.0,0.0
CIRCUS PARADE BABY GIFT SET,315,3.0,0.9523809523809524
CIRCUS PARADE CHILDRENS EGG CUP ,1127,13.0,1.1535048802129548
CIRCUS PARADE LUNCH BOX ,6271,35.0,0.5581247010046244
CIRCUS PARADE LUNCHBOX ,1,1.0,100.0
CITRONELLA CANDLE FLOWERPOT,2733,128.0,4.683497987559458
CITRONELLA CANDLE GARDEN POT,4283,70.0,1.6343684333411161
CITRUS GARLAND FELT FLOWERS ,185,0.0,0.0
CLAM SHELL LARGE,751,0.0,0.0
CLAM SHELL SMALL ,348,0.0,0.0
CLASSIC BICYCLE CLIPS ,1640,0.0,0.0
CLASSIC CAFE SUGAR DISPENSER,3075,54.0,1.75609756097561
CLASSIC CHROME BICYCLE BELL ,2498,12.0,0.4803843074459567
CLASSIC CROME BICYCLE BELL ,60,0.0,0.0
CLASSIC DIAMANTE EARRINGS JET,19,6.0,31.57894736842105
CLASSIC DIAMANTE NECKLACE JET,10,1.0,10.0
CLASSIC FRENCH STYLE BASKET BROWN,353,0.0,0.0
CLASSIC FRENCH STYLE BASKET GREEN ,494,13.0,2.631578947368421
CLASSIC FRENCH STYLE BASKET NATURAL,713,13.0,1.8232819074333801
CLASSIC GLASS COOKIE JAR,1437,93.0,6.471816283924843
CLASSIC GLASS SWEET JAR,119,0.0,0.0
CLASSIC METAL BIRDCAGE PLANT HOLDER,1758,62.0,3.526734926052332
CLASSIC SUGAR DISPENSER,216,0.0,0.0
CLASSIC WHITE FRAME,1057,18.0,1.7029328287606436
CLASSICAL ROSE CANDLESTAND,537,1.0,0.186219739292365
CLASSICAL ROSE DISH,295,6.0,2.0338983050847457
CLASSICAL ROSE SMALL VASE,565,10.0,1.7699115044247788
CLASSICAL ROSE TABLE LAMP,14,1.0,7.142857142857142
CLASSICAL ROSE URN,94,2.0,2.127659574468085
CLEAR ACRYLIC FACETED BANGLE,102,0.0,0.0
CLEAR COLOUR GLASS GEMS IN BAG,1125,0.0,0.0
CLEAR CRYSTAL STAR PHONE CHARM,209,27.0,12.918660287081341
CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,7465,30.0,0.4018754186202277
CLEAR LOVE BIRD T-LIGHT HOLDER,148,0.0,0.0
CLEAR MILKSHAKE GLASS,551,76.0,13.793103448275861
CLEAR STATIONERY BOX SET ,160,0.0,0.0
CLOCK MAGNET MUM'S KITCHEN,324,0.0,0.0
CLOTHES PEGS RETROSPOT PACK 24 ,13809,91.0,0.6589905134332681
COCKLE SHELL DISH,502,25.0,4.9800796812749
COCKTAIL SWORDS 50 PIECES,935,6.0,0.6417112299465241
COFFEE MUG APPLES DESIGN,5439,139.0,2.555616841331127
COFFEE MUG BLUE PAISLEY DESIGN,2380,18.0,0.7563025210084033
COFFEE MUG CAT + BIRD DESIGN,5009,76.0,1.5172689159512875
COFFEE MUG DOG + BALL DESIGN,4116,63.0,1.530612244897959
COFFEE MUG PEARS  DESIGN,4926,37.0,0.7511165245635404
COFFEE MUG PINK PAISLEY DESIGN,2267,11.0,0.4852227613586237
COFFEE SCENT PILLAR CANDLE,586,0.0,0.0
COGNAC AUX OEUFS METAL 1 HOOK,31,0.0,0.0
COLOUR GLASS T-LIGHT HOLDER HANGING,40439,729.0,1.802715200672618
COLOUR GLASS. STAR T-LIGHT HOLDER,14077,2520.0,17.901541521631028
COLOURED GLASS STAR T-LIGHT HOLDER,1012,54.0,5.33596837944664
COLOURFUL FISHING GNOME,297,1.0,0.33670033670033667
COLOURFUL FLOWER FRUIT BOWL,21,0.0,0.0
COLOURFUL STANDING GNOME,721,1.0,0.13869625520110956
COLOURING PENCILS BROWN TUBE,8688,41.0,0.47191528545119704
COLUMBIAN  CUBE CANDLE ,339,0.0,0.0
COLUMBIAN CANDLE RECTANGLE,857,16.0,1.8669778296382729
COLUMBIAN CANDLE ROUND,1467,0.0,0.0
COLUMBIAN CANDLE ROUND ,440,1.0,0.22727272727272727
COLUMBIAN CUBE CANDLE,549,0.0,0.0
CONCH SHELL,1259,0.0,0.0
CONDIMENT TRAY 4 BOWLS AND 4 SPOONS,209,0.0,0.0
CONGRATULATIONS BUNTING,183,11.0,6.0109289617486334
COOK WITH WINE METAL SIGN ,19932,558.0,2.79951836243227
COOKING SET RETROSPOT,718,131.0,18.245125348189415
COPPER AND BRASS BAG CHARM,10,0.0,0.0
COPPER/OLIVE GREEN FLOWER NECKLACE,51,0.0,0.0
CORDIAL GLASS JUG,34,7.0,20.588235294117645
CORDIAL JUG,6,0.0,0.0
CORONA MEXICAN TRAY,1615,18.0,1.1145510835913313
COSMETIC BAG VINTAGE ROSE PAISLEY,1400,2.0,0.14285714285714285
COSY HOUR CIGAR BOX MATCHES ,3978,54.0,1.3574660633484164
COSY HOUR GIANT TUBE MATCHES,2071,6.0,0.28971511347175277
COSY SLIPPER SHOES LARGE GREEN,701,1.0,0.14265335235378032
COSY SLIPPER SHOES LARGE RED,201,0.0,0.0
COSY SLIPPER SHOES SMALL  RED ,422,5.0,1.1848341232227488
COSY SLIPPER SHOES SMALL GREEN,494,1.0,0.20242914979757085
COTE D'AZURE NECKLACE,38,0.0,0.0
COTTON APRON PANTRY DESIGN,633,126.0,19.90521327014218
COUNTRY COTTAGE  DOORSTOP GREEN,312,1.0,0.3205128205128205
COW  SOCK PUPPET,58,0.0,0.0
COWBOYS AND INDIANS BIRTHDAY CARD ,8696,24.0,0.27598896044158233
CRACKED GLAZE EARRINGS BROWN,10,0.0,0.0
CRACKED GLAZE EARRINGS IVORY,10,0.0,0.0
CRACKED GLAZE EARRINGS RED,17,0.0,0.0
CRACKED GLAZE NECKLACE BROWN,7,0.0,0.0
CRACKED GLAZE NECKLACE IVORY,10,2.0,20.0
CRACKED GLAZE NECKLACE RED,15,0.0,0.0
CRAZY DAISY HEART DECORATION,1613,7.0,0.4339739615623063
CREAM AND PINK FLOWERS PONY ,27,0.0,0.0
CREAM BUNNY EASTER EGG BASKET,25,0.0,0.0
CREAM C/COVER W YELLOW/GREEN FLOWER,10,0.0,0.0
CREAM CLIMBING HYDRANGA ART FLOWER,147,0.0,0.0
CREAM CUPID HEARTS COAT HANGER,7133,218.0,3.05621758026076
CREAM CUSHION COVER WITH FLOWERS,198,2.0,1.0101010101010102
CREAM DELPHINIUM ARTIFICIAL FLOWER,218,0.0,0.0
CREAM FELT EASTER EGG BASKET,2327,10.0,0.4297378599054577
CREAM HANGING HEART T-LIGHT HOLDER,61,0.0,0.0
CREAM HEART CARD HOLDER,16186,43.0,0.2656616829358705
CREAM KNITTED HEN,288,0.0,0.0
CREAM SLICE FLANNEL CHOCOLATE SPOT ,790,0.0,0.0
CREAM SLICE FLANNEL PINK SPOT ,2302,0.0,0.0
CREAM SWEETHEART DOUBLE SHELF,3,6.0,200.0
CREAM SWEETHEART EGG HOLDER,1160,6.0,0.5172413793103449
CREAM SWEETHEART LETTER RACK,1595,4.0,0.25078369905956116
CREAM SWEETHEART MAGAZINE RACK,308,66.0,21.428571428571427
CREAM SWEETHEART MINI CHEST,3091,106.0,3.429310902620511
CREAM SWEETHEART SHELF + HOOKS,960,4.0,0.4166666666666667
CREAM SWEETHEART TRAYS,620,36.0,5.806451612903226
CREAM SWEETHEART WALL CABINET,496,11.0,2.217741935483871
CREAM WALL PLANTER HEART SHAPED,581,2.0,0.34423407917383825
CROCHET BEAR RED/BLUE  KEYRING,48,0.0,0.0
CROCHET BEAR WITH BLUE STRIPES,109,0.0,0.0
CROCHET DOG KEYRING,39,0.0,0.0
CROCHET LILAC/RED BEAR KEYRING,15,0.0,0.0
CROCHET POODLE KEYRING,21,0.0,0.0
CROCHET ROSE DES CLOTHES HANGER,25,0.0,0.0
CROCHET ROSE PURSE WITH SUEDE BACK,173,0.0,0.0
CROCHET WHITE RABBIT KEYRING ,75,0.0,0.0
CROSS STITCH ALPHABET CUSHION COVER,244,2.0,0.819672131147541
CRYSTAL CHANDELIER T-LIGHT HOLDER,3,0.0,0.0
CRYSTAL CZECH CROSS PHONE CHARM,52,0.0,0.0
CRYSTAL DIAMANTE EXPANDABLE RING,69,3.0,4.3478260869565215
CRYSTAL DIAMANTE STAR BROOCH,80,0.0,0.0
CRYSTAL DRAGONFLY PHONE CHARM,3,0.0,0.0
CRYSTAL FROG PHONE CHARM,216,0.0,0.0
CRYSTAL HOOP EARRING FLORAL LEAF,57,0.0,0.0
CRYSTAL KEY+LOCK PHONE CHARM,101,25.0,24.752475247524753
CRYSTAL LARGE JEWELLED PHOTO FRAME,22,1.0,4.545454545454546
CRYSTAL PAIR HEART HAIR SLIDES,60,7.0,11.666666666666666
CRYSTAL SEA HORSE PHONE CHARM,311,50.0,16.077170418006432
CRYSTAL SMALL JEWELLED PHOTOFRAME,1,0.0,0.0
CRYSTAL STILETTO PHONE CHARM,311,90.0,28.938906752411576
CRYSTAL STUD EARRINGS ASSORTED COL ,1082,36.0,3.3271719038817005
CRYSTAL STUD EARRINGS CLEAR DISPLAY,576,36.0,6.25
CUBIC MUG BLUE POLKA DOT,1252,0.0,0.0
CUBIC MUG FLOCK BLUE ON BROWN,1253,0.0,0.0
CUBIC MUG FLOCK PINK ON BROWN,170,0.0,0.0
CUBIC MUG PINK POLKA DOT,120,0.0,0.0
CUBIC MUG PINK POLKADOT,549,0.0,0.0
CUBIC MUG TEATIME CAKES,6,0.0,0.0
CUPBOARD 3 DRAWER MA CAMPAGNE,204,18.0,8.823529411764707
CUPCAKE LACE PAPER SET 6,3687,60.0,1.627339300244101
CUPID DESIGN SCENTED CANDLES,694,0.0,0.0
CUPID SCENTED CANDLE IN GLASS,61,3.0,4.918032786885246
CURIO CABINET LINEN AND LACE ,36,1.0,2.7777777777777777
CURIOUS  IMAGES NOTEBOOK SET,423,36.0,8.51063829787234
CURIOUS IMAGES GIFT WRAP SET,886,12.0,1.3544018058690745
CURIOUS IMAGES SCRAP BOOK SET,481,0.0,0.0
CUSHION COVER PINK UNION FLAG,120,0.0,0.0
CUSHION COVER PINK UNION JACK,181,0.0,0.0
CUT GLASS HEXAGON T-LIGHT HOLDER,1190,0.0,0.0
CUT GLASS T-LIGHT HOLDER OCTAGON,1203,0.0,0.0
CUTE BIRD CEATURE SCREEN,28,0.0,0.0
CUTE CATS TAPE,1332,0.0,0.0
CUTE RABBIT CEATURE SCREEN ,15,0.0,0.0
DADDY MOUSE RED GINGHAM BOW TIE,1,0.0,0.0
DAIRY MAID  PUDDING BOWL,1308,2.0,0.1529051987767584
DAIRY MAID  SMALL  MILK JUG,221,7.0,3.167420814479638
DAIRY MAID BUTTER DISH,1209,8.0,0.6617038875103392
DAIRY MAID CERAMIC BUTTER DISH,114,12.0,10.526315789473683
DAIRY MAID CERAMIC TOASTRACK,59,1.0,1.694915254237288
DAIRY MAID LARGE MILK JUG,938,29.0,3.091684434968017
DAIRY MAID STRIPE MUG,2521,64.0,2.5386751289170966
DAIRY MAID SUGAR JAM BOWL,1387,16.0,1.1535688536409516
DAIRY MAID TOASTRACK,900,63.0,7.000000000000001
DAIRY MAID TRADITIONAL TEAPOT ,899,32.0,3.5595105672969964
DAISIES  HONEYCOMB GARLAND ,1608,49.0,3.0472636815920398
DAISY ERASERS IN BAG,1016,0.0,0.0
DAISY FOLKART HEART DECORATION,440,0.0,0.0
DAISY GARDEN MARKER,1939,0.0,0.0
DAISY HAIR BAND,150,12.0,8.0
DAISY HAIR COMB,39,6.0,15.384615384615385
DAISY JOURNAL ,438,0.0,0.0
DAISY NOTEBOOK ,3604,0.0,0.0
DAISY RING,47,0.0,0.0
DAISY SKETCHBOOK ,267,4.0,1.4981273408239701
DANISH ROSE BEDSIDE CABINET,33,9.0,27.27272727272727
DANISH ROSE DECORATIVE PLATE,1059,43.0,4.0604343720491025
DANISH ROSE DELUXE COASTER,1318,12.0,0.9104704097116844
DANISH ROSE FOLDING CHAIR,120,1.0,0.8333333333333334
DANISH ROSE PHOTO FRAME,1788,107.0,5.984340044742729
DANISH ROSE ROUND SEWING BOX,908,4.0,0.4405286343612335
DANISH ROSE TRINKET TRAYS,323,6.0,1.8575851393188854
DANISH ROSE UMBRELLA STAND,38,1.0,2.631578947368421
DARK BIRD HOUSE TREE DECORATION,1700,4.0,0.2352941176470588
DARK CHOCOLATE SCENTCANDLE,326,25.0,7.668711656441718
DARK PINK FLOCK GLASS CANDLEHOLDER,553,0.0,0.0
DECORATION  BUTTERFLY  MAGIC GARDEN,1521,4.0,0.26298487836949375
DECORATION  PINK CHICK MAGIC GARDEN,1013,21.0,2.073050345508391
"DECORATION , HANGING METAL CHICKEN",616,0.0,0.0
"DECORATION , HANGING METAL RABBIT",834,0.0,0.0
"DECORATION , WOBBLY CHICKEN, METAL ",780,0.0,0.0
"DECORATION , WOBBLY RABBIT , METAL ",1107,0.0,0.0
"DECORATION HEN ON NEST, HANGING",1877,12.0,0.6393180607352157
DECORATION SITTING BUNNY,1480,39.0,2.635135135135135
DECORATION WHITE CHICK MAGIC GARDEN,1636,4.0,0.24449877750611246
DECORATION WOBBLY CHICKEN,560,12.0,2.142857142857143
DECORATION WOBBLY RABBIT METAL ,830,0.0,0.0
"DECORATION, HANGING HEART+MIRROR ",2983,31.0,1.039222259470332
DECORATIVE CATS BATHROOM BOTTLE,1711,1.0,0.058445353594389245
DECORATIVE FLORE BATHROOM BOTTLE,874,4.0,0.4576659038901602
DECORATIVE HANGING SHELVING UNIT,15,1.0,6.666666666666667
DECORATIVE NET CANOPY CREAM,83,0.0,0.0
DECORATIVE NET CANOPY LEOPARD,101,6.0,5.9405940594059405
DECORATIVE PLANT POT WITH FRIEZE,100,7.0,7.000000000000001
DECORATIVE ROSE BATHROOM BOTTLE,1642,25.0,1.5225334957369063
DECORATIVE VINTAGE COFFEE  BOX,52,0.0,0.0
DECORATIVE WICKER HEART LARGE,1767,3.0,0.1697792869269949
DECORATIVE WICKER HEART MEDIUM,1794,6.0,0.33444816053511706
DECORATIVE WICKER HEART SMALL,1596,0.0,0.0
"DECOUPAGE,GREETING CARD,",1414,0.0,0.0
DECROTIVEVINTAGE COFFEE GRINDER BOX,12,0.0,0.0
DEEP BLUE GLASS GEMS IN BAG,669,0.0,0.0
DELUXE SEWING KIT ,2534,52.0,2.0520915548539858
DENIM PATCH PENCIL CASE BUTTERFLY,252,1.0,0.3968253968253968
DENIM PATCH PURSE PINK BUTTERFLY,408,11.0,2.696078431372549
DIAMANTE BOW BROOCH BLACK COLOUR,103,2.0,1.9417475728155338
DIAMANTE BOW BROOCH GREEN COLOUR,55,0.0,0.0
DIAMANTE BOW BROOCH RED COLOUR,58,0.0,0.0
DIAMANTE BOW BROOCH WHITE COLOUR,3,0.0,0.0
DIAMANTE HAIR GRIP PACK/2 BLACK DIA,27,6.0,22.22222222222222
DIAMANTE HAIR GRIP PACK/2 CRYSTAL,94,6.0,6.382978723404255
DIAMANTE HAIR GRIP PACK/2 LT ROSE,48,6.0,12.5
DIAMANTE HAIR GRIP PACK/2 MONTANA,41,6.0,14.634146341463413
DIAMANTE HAIR GRIP PACK/2 PERIDOT,64,6.0,9.375
DIAMANTE HAIR GRIP PACK/2 RUBY,53,6.0,11.320754716981133
"DIAMANTE HEART SHAPED WALL MIRROR, ",976,9.0,0.9221311475409836
DIAMANTE NECKLACE,10,2.0,20.0
DIAMANTE NECKLACE BLACK ,5,0.0,0.0
DIAMANTE NECKLACE GREEN,4,0.0,0.0
DIAMANTE NECKLACE PURPLE,11,1.0,9.090909090909092
DIAMANTE RING ASSORTED IN BOX.,1804,0.0,0.0
DIAMOND LAS VEGAS NECKLACE 45CM,28,0.0,0.0
DINOSAUR BIRTHDAY CARD,1649,65.0,3.9417828987265007
DINOSAUR HEIGHT CHART STICKER SET,595,0.0,0.0
DINOSAUR KEYRINGS ASSORTED,15035,289.0,1.9221815763219154
DINOSAUR LUNCH BOX WITH CUTLERY,2399,3.0,0.12505210504376824
DINOSAUR LUNCHBOX WITH CUTLERY,570,0.0,0.0
DINOSAUR PARTY BAG + STICKER SET,2230,19.0,0.8520179372197308
DINOSAURS  WRITING SET ,2082,20.0,0.9606147934678195
DINOSAURS WATER TRANSFER TATTOOS ,1907,19.0,0.9963293130571578
DISCO BALL CHRISTMAS DECORATION,20951,3.0,0.014319125578731327
DISCO BALL ROTATOR BATTERY OPERATED,539,21.0,3.896103896103896
DISTRESSED CANDLE STICK WHITE,13,10.0,76.92307692307693
DO NOT TOUCH MY STUFF DOOR HANGER ,2800,85.0,3.0357142857142856
DOCTOR'S BAG SOFT TOY,545,82.0,15.045871559633028
DOG AND BALL WALL ART,252,0.0,0.0
"DOG BOWL , CHASING BALL DESIGN",754,12.0,1.5915119363395225
DOG BOWL CHASING BALL DESIGN,1817,24.0,1.3208585580627408
DOG BOWL VINTAGE CREAM,481,5.0,1.0395010395010396
"DOG BOWL, ENAMEL , CREAM COLOUR",8,0.0,0.0
"DOG FOOD CONTAINER , VINTAGE",10,0.0,0.0
DOG LICENCE WALL ART,408,0.0,0.0
DOG TOY WITH PINK CROCHET SKIRT,506,0.0,0.0
DOGGY RUBBER,664,30.0,4.518072289156627
DOGS NIGHT COLLAR,2,0.0,0.0
DOILEY BISCUIT TIN,120,0.0,0.0
DOILEY STORAGE TIN,1094,5.0,0.4570383912248629
DOILY THANK YOU CARD,741,0.0,0.0
DOLLCRAFT BOY JEAN-PAUL ,82,0.0,0.0
DOLLCRAFT GIRL AMELIE,36,0.0,0.0
DOLLCRAFT GIRL AMELIE KIT,66,0.0,0.0
DOLLCRAFT GIRL NICOLE,68,0.0,0.0
DOLLY CABINET 2 DRAWERS ,33,3.0,9.090909090909092
DOLLY CABINET 3 DRAWERS ,51,5.0,9.803921568627452
DOLLY GIRL BABY GIFT SET,433,7.0,1.6166281755196306
DOLLY GIRL CHILDRENS BOWL,1622,12.0,0.7398273736128237
DOLLY GIRL CHILDRENS CUP,1634,10.0,0.6119951040391677
DOLLY GIRL CHILDRENS EGG CUP,999,1.0,0.10010010010010009
DOLLY GIRL LUNCH BOX,18058,302.0,1.6723889688780598
DOLLY GIRL MINI BACKPACK,739,1.0,0.13531799729364005
DOLLY GIRL MINI RUCKSACK,8,0.0,0.0
DOLLY GIRL WALL ART,318,0.0,0.0
DOLLY HONEYCOMB GARLAND,854,51.0,5.971896955503513
DOLLY MIXTURE CHILDREN'S UMBRELLA,590,8.0,1.3559322033898304
DOLPHIN WINDMILL,64,0.0,0.0
DONKEY TAIL GAME ,54,0.0,0.0
DOOR HANGER  MUM + DADS ROOM,1043,76.0,7.28667305848514
DOOR MAT 3 SMILEY CATS,1829,14.0,0.7654455986878075
DOOR MAT AIRMAIL ,455,0.0,0.0
DOOR MAT BIRD ON THE WIRE,667,0.0,0.0
DOOR MAT BLACK FLOCK ,1249,2.0,0.16012810248198558
DOOR MAT BLUE FLOCK,1,0.0,0.0
DOOR MAT CAMOUFLAGE,39,0.0,0.0
DOOR MAT ENGLISH ROSE ,1481,3.0,0.2025658338960162
DOOR MAT FAIRY CAKE,1727,4.0,0.23161551823972204
DOOR MAT FANCY FONT HOME SWEET HOME,1178,1.0,0.08488964346349745
DOOR MAT FRIENDSHIP ,468,0.0,0.0
DOOR MAT GREEN PAISLEY ,268,4.0,1.4925373134328357
DOOR MAT HEARTS,1700,3.0,0.17647058823529413
DOOR MAT KISS MY.......,13,0.0,0.0
DOOR MAT MULTICOLOUR STRIPE,1102,0.0,0.0
DOOR MAT NEIGHBOURHOOD WITCH ,95,0.0,0.0
DOOR MAT NEW ENGLAND,2023,3.0,0.14829461196243204
DOOR MAT RED SPOT,2485,5.0,0.2012072434607646
DOOR MAT RESPECTABLE HOUSE,379,1.0,0.2638522427440633
DOOR MAT SPOTTY HOME SWEET HOME,1772,0.0,0.0
DOOR MAT SWEET HOME,34,0.0,0.0
DOOR MAT TOPIARY,1040,0.0,0.0
DOOR MAT UNION FLAG,3775,17.0,0.4503311258278146
DOOR MAT UNION JACK GUNS AND ROSES,797,14.0,1.7565872020075282
DOOR MAT WELCOME PUPPIES,1458,2.0,0.1371742112482853
DOORKNOB CERAMIC IVORY,36,0.0,0.0
DOORKNOB CRACKED GLAZE BLUE,162,0.0,0.0
DOORKNOB CRACKED GLAZE GREEN,12,0.0,0.0
DOORKNOB CRACKED GLAZE IVORY,174,0.0,0.0
DOORKNOB CRACKED GLAZE PINK,12,0.0,0.0
DOORMAT 3 SMILEY CATS,2419,2.0,0.0826787928896238
DOORMAT AIRMAIL ,2085,29.0,1.3908872901678657
DOORMAT BIRD ON THE WIRE,231,0.0,0.0
DOORMAT BLACK FLOCK ,2898,5.0,0.1725327812284334
DOORMAT CHRISTMAS VILLAGE,895,0.0,0.0
DOORMAT ENGLISH ROSE ,3234,8.0,0.24737167594310452
DOORMAT FAIRY CAKE,5095,688.0,13.50343473994112
DOORMAT FANCY FONT HOME SWEET HOME,5075,5.0,0.09852216748768472
DOORMAT FRIENDSHIP ,853,10.0,1.1723329425556859
DOORMAT GREEN PAISLEY ,1,0.0,0.0
DOORMAT HEARTS,6026,22.0,0.36508463325589113
DOORMAT HOME SWEET HOME BLUE ,2530,6.0,0.23715415019762848
DOORMAT I LOVE LONDON,881,6.0,0.681044267877412
DOORMAT KEEP CALM AND COME IN,5487,225.0,4.100601421541826
DOORMAT KISS MY.......,22,0.0,0.0
DOORMAT MERRY CHRISTMAS RED ,1092,52.0,4.761904761904762
DOORMAT MULTICOLOUR STRIPE,2350,3.0,0.1276595744680851
DOORMAT NEIGHBOURHOOD WITCH ,1092,2.0,0.18315018315018314
DOORMAT NEW ENGLAND,5291,7.0,0.1323001323001323
DOORMAT PEACE ON EARTH BLUE,865,0.0,0.0
DOORMAT RED RETROSPOT,5038,78.0,1.5482334259626835
DOORMAT RED SPOT,1086,0.0,0.0
DOORMAT RESPECTABLE HOUSE,1950,2.0,0.10256410256410256
DOORMAT SPOTTY HOME SWEET HOME,2817,7.0,0.24849130280440185
DOORMAT TOPIARY,2087,23.0,1.1020603737422137
DOORMAT UNION FLAG,6302,34.0,0.5395112662646779
DOORMAT UNION JACK GUNS AND ROSES,2172,12.0,0.5524861878453038
DOORMAT VINTAGE LEAF,564,7.0,1.2411347517730498
DOORMAT VINTAGE LEAVES DESIGN ,430,0.0,0.0
DOORMAT WELCOME PUPPIES,3414,9.0,0.26362038664323373
DOORMAT WELCOME SUNRISE,758,143.0,18.86543535620053
DOORMAT WELCOME TO OUR HOME,2135,143.0,6.697892271662763
DOORSTOP FOOTBALL DESIGN,585,0.0,0.0
DOORSTOP RACING CAR DESIGN,384,0.0,0.0
DOORSTOP RETROSPOT HEART,2880,26.0,0.9027777777777777
DOORSTOP RUSSIAN DOLL GINGHAM,44,0.0,0.0
DOORSTOP RUSSIAN DOLL RETROSPOT,101,0.0,0.0
DOT MATRIX CANVAS ART PICTURE,35,0.0,0.0
DOTCOM POSTAGE,1415,3.0,0.21201413427561835
DOTCOMGIFTSHOP TEA TOWEL,15,0.0,0.0
DOTS IRONING BOARD COVER,12,2.0,16.666666666666664
DOTTY PLACEMATS ,59,0.0,0.0
DOUBLE CERAMIC PARLOUR HOOK,22,0.0,0.0
DOUGHNUT LIP GLOSS ,10395,60.0,0.5772005772005772
DOVE DECORATION PAINTED ZINC ,4661,23.0,0.4934563398412358
DR WHO TOP TRUMPS GAME,1,0.0,0.0
DRAGONS BLOOD INCENSE,990,0.0,0.0
DRAWER KNOB ACRYLIC EDWARDIAN CLEAR,24,0.0,0.0
DRAWER KNOB ACRYLIC EDWARDIAN GREEN,24,0.0,0.0
DRAWER KNOB ACRYLIC EDWARDIAN PINK,24,0.0,0.0
DRAWER KNOB CERAMIC BLACK,979,6.0,0.6128702757916241
DRAWER KNOB CERAMIC IVORY,2155,9.0,0.41763341067285387
DRAWER KNOB CERAMIC RED,714,0.0,0.0
DRAWER KNOB CRACKLE GLAZE BLUE,1207,7.0,0.579950289975145
DRAWER KNOB CRACKLE GLAZE GREEN,1340,28.0,2.0895522388059704
DRAWER KNOB CRACKLE GLAZE IVORY,2154,46.0,2.1355617455896008
DRAWER KNOB CRACKLE GLAZE PINK,1266,20.0,1.579778830963665
DRAWER KNOB VINTAGE GLASS BALL,350,6.0,1.7142857142857144
DRAWER KNOB VINTAGE GLASS HEXAGON,295,0.0,0.0
DRAWER KNOB VINTAGE GLASS STAR,556,14.0,2.5179856115107913
DRAWERKNOB ACRYLIC EDWARDIAN PURPLE,24,0.0,0.0
DROP DIAMANTE EARRINGS BLACK DIAMON,31,0.0,0.0
DROP DIAMANTE EARRINGS CRYSTAL,37,6.0,16.216216216216218
DROP DIAMANTE EARRINGS GREEN,28,6.0,21.428571428571427
DROP DIAMANTE EARRINGS PURPLE,46,6.0,13.043478260869565
DROP EARRINGS W FLOWER & LEAF,23,0.0,0.0
DUCK SOCK PUPPET,4,2.0,50.0
DUSTY PINK CHRISTMAS TREE 30CM,10,0.0,0.0
DUSTY PINK CHRISTMAS TREE 60CM,10,0.0,0.0
Dad's Cab Electronic Meter,9,0.0,0.0
Discount,196,3064.0,1563.265306122449
Dotcomgiftshop Gift Voucher £10.00,15,0.0,0.0
Dotcomgiftshop Gift Voucher £100.00,1,0.0,0.0
Dotcomgiftshop Gift Voucher £20.00,28,0.0,0.0
Dotcomgiftshop Gift Voucher £30.00,24,0.0,0.0
Dotcomgiftshop Gift Voucher £40.00,5,0.0,0.0
Dotcomgiftshop Gift Voucher £50.00,6,0.0,0.0
Dotcomgiftshop Gift Voucher £70.00,1,0.0,0.0
Dotcomgiftshop Gift Voucher £80.00,1,1.0,100.0
Dr. Jam's Arouzer Stress Ball,5,0.0,0.0
EASTER BUNNIES ON A STICK,1564,12.0,0.7672634271099744
EASTER BUNNY GARLAND OF FLOWERS,1473,12.0,0.8146639511201629
EASTER BUNNY HANGING GARLAND,183,1.0,0.546448087431694
EASTER BUNNY WITH BASKET ON BACK,230,0.0,0.0
EASTER BUNNY WREATH,97,4.0,4.123711340206185
EASTER CRAFT 4 CHICKS ,3237,52.0,1.6064257028112447
EASTER CRAFT IVY WREATH WITH CHICK,1413,46.0,3.255484784147204
